fir_id,crime_type,district,police_station,fir_date,crime_time,status,criminal_id,victim_id,investigating_officer
FIR000209,Traffic Violation,Uttara Kannada,Uttara Kannada East,2021-10-23,03:48:50,Escalated,CR01836,VI03461,Inspector Uttara Kannada East
FIR000210,Fraud,Bengaluru Rural,Bengaluru Rural Rural,2024-02-12,08:05:59,Open,CR01327,VI04466,Inspector Bengaluru Rural Rural
FIR000211,Cyber Crime,Mysuru,Nazarbad,2024-01-26,13:53:53,Closed,CR00599,VI04386,Inspector Nazarbad
FIR000212,Cyber Crime,Yadgir,Yadgir Rural,2023-04-20,08:54:42,Pending,CR01603,VI04675,Inspector Yadgir Rural
FIR000213,Cyber Crime,Koppal,Koppal Rural,2023-03-13,20:52:19,Escalated,CR01213,VI01250,Inspector Koppal Rural
FIR000214,Vandalism,Chikkamagaluru,Chikkamagaluru East,2023-01-08,21:07:36,Pending,CR01803,VI01514,Inspector Chikkamagaluru East
FIR000215,Narcotics,Bagalkot,Bagalkot Town,2024-01-06,13:42:58,Closed,CR01015,VI01775,Inspector Bagalkot Town
FIR000216,Domestic Violence,Dakshina Kannada,Barke,2026-02-25,06:56:23,Closed,CR01025,VI02783,Inspector Barke
FIR000217,Domestic Violence,Bengaluru Rural,Bengaluru Rural Rural,2025-10-06,08:13:29,Pending,CR00975,VI04385,Inspector Bengaluru Rural Rural
FIR000218,Vandalism,Kolar,Kolar Rural,2026-06-30,01:26:35,Closed,CR02549,VI01763,Inspector Kolar Rural
FIR000219,Cyber Crime,Belagavi,Camp,2025-10-03,02:04:40,Open,CR02328,VI02771,Inspector Camp
FIR000220,Assault,Kodagu,Kodagu East,2024-04-07,01:18:07,Escalated,CR02957,VI00949,Inspector Kodagu East
FIR000221,Vandalism,Chikkaballapur,Chikkaballapur Rural,2024-12-27,23:59:14,Open,CR02512,VI03737,Inspector Chikkaballapur Rural
FIR000222,Cyber Crime,Udupi,Udupi East,2024-11-25,07:25:46,Escalated,CR02495,VI02596,Inspector Udupi East
FIR000223,Domestic Violence,Davanagere,Davanagere Rural,2026-06-22,08:00:54,Closed,CR01120,VI03936,Inspector Davanagere Rural
FIR000224,Assault,Gadag,Gadag East,2024-05-25,09:00:39,Open,CR01216,VI02101,Inspector Gadag East
FIR000225,Traffic Violation,Raichur,Raichur East,2024-09-17,03:55:46,Open,CR01616,VI01991,Inspector Raichur East
FIR000226,Traffic Violation,Dakshina Kannada,Barke,2024-03-11,12:23:35,Under Investigation,CR00907,VI00552,Inspector Barke
FIR000227,Domestic Violence,Davanagere,Davanagere East,2024-05-07,13:33:47,Escalated,CR00913,VI04295,Inspector Davanagere East
FIR000228,Theft,Bengaluru Urban,Ashok Nagar,2025-05-30,21:32:46,Closed,CR01033,VI00401,Inspector Ashok Nagar
FIR000229,Domestic Violence,Koppal,Koppal Town,2022-12-09,19:08:35,Closed,CR02029,VI04827,Inspector Koppal Town
FIR000230,Traffic Violation,Mysuru,Lashkar,2024-09-29,02:50:29,Pending,CR00917,VI04641,Inspector Lashkar
FIR000231,Theft,Hassan,Hassan Rural,2024-07-26,12:19:52,Escalated,CR02200,VI02808,Inspector Hassan Rural
FIR000232,Fraud,Dharwad,Dharwad Rural,2021-12-06,09:01:48,Pending,CR01720,VI02113,Inspector Dharwad Rural
FIR000233,Theft,Davanagere,Davanagere Town,2024-12-29,05:42:05,Pending,CR01991,VI04410,Inspector Davanagere Town
FIR000234,Narcotics,Chikkamagaluru,Chikkamagaluru East,2023-05-28,16:24:41,Under Investigation,CR00525,VI01247,Inspector Chikkamagaluru East
FIR000235,Vandalism,Bengaluru Rural,Bengaluru Rural Town,2025-10-27,12:49:11,Open,CR01377,VI04466,Inspector Bengaluru Rural Town
FIR000236,Assault,Shivamogga,Shivamogga Town,2024-01-17,21:02:29,Pending,CR00106,VI01591,Inspector Shivamogga Town
FIR000237,Cyber Crime,Koppal,Koppal Town,2022-09-27,20:55:57,Closed,CR00398,VI01033,Inspector Koppal Town
FIR000238,Burglary,Kolar,Kolar Rural,2021-07-13,04:37:13,Open,CR02358,VI02719,Inspector Kolar Rural
FIR000239,Burglary,Kalaburagi,Kalaburagi East,2022-11-15,14:17:07,Closed,CR00178,VI02284,Inspector Kalaburagi East
FIR000240,Assault,Hassan,Hassan East,2023-01-07,00:54:58,Under Investigation,CR01493,VI03775,Inspector Hassan East
FIR000241,Narcotics,Bidar,Bidar Town,2023-06-09,14:49:10,Open,CR02856,VI03845,Inspector Bidar Town
FIR000242,Traffic Violation,Belagavi,Market,2023-01-06,08:17:00,Closed,CR02288,VI02961,Inspector Market
FIR000243,Domestic Violence,Koppal,Koppal Town,2023-10-15,17:59:57,Under Investigation,CR00298,VI04325,Inspector Koppal Town
FIR000244,Domestic Violence,Hassan,Hassan Rural,2025-09-20,11:53:49,Under Investigation,CR02503,VI01967,Inspector Hassan Rural
FIR000245,Assault,Mysuru,Devaraja,2024-04-15,05:02:00,Closed,CR00352,VI00665,Inspector Devaraja
FIR000246,Cyber Crime,Vijayanagara,Vijayanagara Rural,2025-11-18,04:06:21,Closed,CR02515,VI02849,Inspector Vijayanagara Rural
FIR000247,Assault,Kolar,Kolar Town,2025-07-16,06:19:28,Closed,CR02810,VI04892,Inspector Kolar Town
FIR000248,Burglary,Koppal,Koppal East,2022-05-12,01:46:14,Escalated,CR01649,VI01737,Inspector Koppal East
FIR000249,Fraud,Mandya,Mandya East,2024-04-29,13:50:33,Closed,CR01961,VI03124,Inspector Mandya East
FIR000250,Traffic Violation,Hassan,Hassan East,2026-04-18,19:41:20,Under Investigation,CR02832,VI04860,Inspector Hassan East
FIR000251,Vandalism,Chikkamagaluru,Chikkamagaluru Rural,2026-03-05,22:55:33,Under Investigation,CR00314,VI02235,Inspector Chikkamagaluru Rural
FIR000252,Vandalism,Koppal,Koppal East,2023-06-18,10:24:31,Escalated,CR02566,VI02378,Inspector Koppal East
FIR000253,Traffic Violation,Bidar,Bidar Rural,2024-01-10,05:48:18,Escalated,CR02701,VI04987,Inspector Bidar Rural
FIR000254,Domestic Violence,Davanagere,Davanagere East,2022-02-04,17:54:56,Escalated,CR02430,VI02840,Inspector Davanagere East
FIR000255,Robbery,Ramanagara,Ramanagara East,2024-06-26,11:53:10,Closed,CR01632,VI00741,Inspector Ramanagara East
FIR000256,Burglary,Bagalkot,Bagalkot Rural,2024-06-02,13:41:47,Under Investigation,CR01015,VI03557,Inspector Bagalkot Rural
FIR000257,Cyber Crime,Ballari,Ballari Rural,2026-03-18,04:32:00,Closed,CR00216,VI00993,Inspector Ballari Rural
FIR000258,Burglary,Bengaluru Rural,Bengaluru Rural Town,2022-03-15,23:27:25,Open,CR02873,VI03208,Inspector Bengaluru Rural Town
FIR000259,Theft,Davanagere,Davanagere East,2026-05-23,02:37:30,Open,CR01931,VI00732,Inspector Davanagere East
FIR000260,Assault,Haveri,Haveri Town,2026-03-12,05:36:01,Pending,CR01566,VI01530,Inspector Haveri Town
FIR000261,Traffic Violation,Davanagere,Davanagere Town,2024-02-06,01:41:26,Pending,CR01504,VI04731,Inspector Davanagere Town
FIR000262,Assault,Koppal,Koppal Rural,2023-08-26,22:58:48,Open,CR02901,VI00419,Inspector Koppal Rural
FIR000263,Fraud,Dakshina Kannada,Pandeshwar,2022-03-17,04:42:35,Escalated,CR01783,VI01800,Inspector Pandeshwar
FIR000264,Robbery,Haveri,Haveri Town,2025-02-17,01:45:03,Under Investigation,CR01536,VI02524,Inspector Haveri Town
FIR000265,Theft,Vijayapura,Vijayapura Town,2025-02-18,04:28:03,Escalated,CR00696,VI02326,Inspector Vijayapura Town
FIR000266,Traffic Violation,Kolar,Kolar Town,2026-02-23,09:12:20,Open,CR01189,VI02008,Inspector Kolar Town
FIR000267,Vandalism,Mandya,Mandya Rural,2021-12-27,03:47:55,Open,CR02282,VI03015,Inspector Mandya Rural
FIR000268,Vandalism,Bengaluru Rural,Bengaluru Rural Town,2023-12-05,15:20:25,Escalated,CR00683,VI04617,Inspector Bengaluru Rural Town
FIR000269,Assault,Kolar,Kolar Rural,2024-11-04,04:08:15,Escalated,CR02402,VI03156,Inspector Kolar Rural
FIR000270,Fraud,Vijayanagara,Vijayanagara Town,2025-05-18,05:01:44,Open,CR00940,VI02536,Inspector Vijayanagara Town
FIR000271,Vandalism,Chitradurga,Chitradurga Rural,2021-10-08,00:00:29,Escalated,CR01062,VI04737,Inspector Chitradurga Rural
FIR000272,Vandalism,Shivamogga,Shivamogga Rural,2025-09-14,17:23:18,Escalated,CR01487,VI03792,Inspector Shivamogga Rural
FIR000273,Fraud,Uttara Kannada,Uttara Kannada Rural,2023-04-20,01:10:31,Closed,CR02852,VI02200,Inspector Uttara Kannada Rural
FIR000274,Traffic Violation,Chikkamagaluru,Chikkamagaluru East,2024-07-28,01:41:55,Closed,CR01825,VI04569,Inspector Chikkamagaluru East
FIR000275,Assault,Bidar,Bidar Rural,2022-12-17,01:29:27,Open,CR00491,VI00977,Inspector Bidar Rural
FIR000276,Burglary,Udupi,Udupi Rural,2024-01-30,02:36:46,Open,CR00642,VI03938,Inspector Udupi Rural
FIR000277,Fraud,Gadag,Gadag East,2025-11-10,04:26:15,Open,CR01494,VI02369,Inspector Gadag East
FIR000278,Burglary,Ramanagara,Ramanagara Rural,2025-11-24,22:32:22,Escalated,CR02142,VI00520,Inspector Ramanagara Rural
FIR000279,Vandalism,Ramanagara,Ramanagara Rural,2024-12-28,17:18:47,Closed,CR00083,VI00668,Inspector Ramanagara Rural
FIR000280,Theft,Ballari,Ballari Rural,2026-05-19,18:59:04,Pending,CR00463,VI02555,Inspector Ballari Rural
FIR000281,Cyber Crime,Bidar,Bidar Rural,2026-03-09,01:42:26,Under Investigation,CR00726,VI00543,Inspector Bidar Rural
FIR000282,Vandalism,Mandya,Mandya Rural,2024-04-15,23:38:56,Open,CR01005,VI03373,Inspector Mandya Rural
FIR000283,Fraud,Tumakuru,Tumakuru Town,2024-09-14,16:56:50,Open,CR00467,VI01766,Inspector Tumakuru Town
FIR000284,Assault,Kolar,Kolar Town,2024-05-17,13:27:26,Escalated,CR02134,VI03869,Inspector Kolar Town
FIR000285,Traffic Violation,Yadgir,Yadgir Rural,2021-12-09,15:05:48,Under Investigation,CR01349,VI02413,Inspector Yadgir Rural
FIR000286,Vandalism,Chitradurga,Chitradurga East,2025-06-04,23:48:02,Pending,CR02613,VI03819,Inspector Chitradurga East
FIR000287,Theft,Raichur,Raichur East,2025-06-29,10:27:47,Pending,CR01779,VI04874,Inspector Raichur East
FIR000288,Domestic Violence,Koppal,Koppal Rural,2026-06-16,17:06:11,Open,CR02379,VI01618,Inspector Koppal Rural
FIR000289,Assault,Tumakuru,Tumakuru East,2024-12-12,17:49:27,Pending,CR02463,VI04273,Inspector Tumakuru East
FIR000290,Fraud,Mysuru,Nazarbad,2026-07-10,15:15:12,Open,CR02220,VI00927,Inspector Nazarbad
FIR000291,Vandalism,Raichur,Raichur East,2023-04-30,08:33:15,Open,CR00512,VI03828,Inspector Raichur East
FIR000292,Narcotics,Gadag,Gadag East,2022-12-28,21:15:55,Closed,CR00634,VI02303,Inspector Gadag East
FIR000293,Robbery,Kodagu,Kodagu Rural,2026-04-07,07:36:38,Pending,CR02041,VI04402,Inspector Kodagu Rural
FIR000294,Vandalism,Dakshina Kannada,Kankanady,2024-03-11,23:45:39,Escalated,CR00565,VI01133,Inspector Kankanady
FIR000295,Narcotics,Mysuru,Devaraja,2024-08-18,10:40:17,Under Investigation,CR00414,VI01576,Inspector Devaraja
FIR000296,Cyber Crime,Mandya,Mandya Rural,2025-08-25,22:07:32,Open,CR01766,VI02301,Inspector Mandya Rural
FIR000297,Traffic Violation,Chikkaballapur,Chikkaballapur Rural,2025-01-04,10:30:40,Escalated,CR01219,VI03795,Inspector Chikkaballapur Rural
FIR000298,Burglary,Hassan,Hassan East,2022-08-25,06:09:42,Pending,CR02694,VI04965,Inspector Hassan East
FIR000299,Vandalism,Koppal,Koppal Rural,2022-06-21,01:44:02,Pending,CR00643,VI02871,Inspector Koppal Rural
FIR000300,Fraud,Mysuru,Lashkar,2026-04-28,06:59:04,Escalated,CR01128,VI04516,Inspector Lashkar
FIR000301,Domestic Violence,Gadag,Gadag Rural,2021-10-09,22:35:49,Open,CR02697,VI02991,Inspector Gadag Rural
FIR000302,Burglary,Bengaluru Urban,Electronic City,2025-12-26,03:32:05,Pending,CR01617,VI02866,Inspector Electronic City
FIR000303,Assault,Dharwad,Dharwad Town,2025-02-21,13:30:08,Open,CR00003,VI00811,Inspector Dharwad Town
FIR000304,Burglary,Bagalkot,Bagalkot Town,2021-08-15,11:17:37,Under Investigation,CR00977,VI02221,Inspector Bagalkot Town
FIR000305,Assault,Kalaburagi,Kalaburagi Town,2024-07-17,05:14:58,Under Investigation,CR00665,VI01664,Inspector Kalaburagi Town
FIR000306,Traffic Violation,Bengaluru Rural,Bengaluru Rural Rural,2021-10-05,06:53:23,Closed,CR00353,VI02784,Inspector Bengaluru Rural Rural
FIR000307,Traffic Violation,Vijayanagara,Vijayanagara East,2024-08-21,09:26:08,Pending,CR02531,VI01289,Inspector Vijayanagara East
FIR000308,Assault,Tumakuru,Tumakuru Rural,2026-06-29,23:59:25,Closed,CR02652,VI02984,Inspector Tumakuru Rural
FIR000309,Robbery,Vijayanagara,Vijayanagara East,2025-07-10,04:34:12,Closed,CR00742,VI02952,Inspector Vijayanagara East
FIR000310,Robbery,Ballari,Ballari Rural,2023-10-03,00:14:39,Escalated,CR02329,VI02555,Inspector Ballari Rural
FIR000311,Domestic Violence,Ballari,Ballari Rural,2024-06-22,06:32:08,Under Investigation,CR02956,VI02872,Inspector Ballari Rural
FIR000312,Cyber Crime,Ballari,Ballari Town,2023-04-09,10:12:40,Closed,CR02092,VI00966,Inspector Ballari Town
FIR000313,Narcotics,Bengaluru Urban,Indiranagar,2026-05-09,21:28:27,Closed,CR02253,VI03605,Inspector Indiranagar
FIR000314,Robbery,Ramanagara,Ramanagara Town,2022-04-03,04:00:20,Escalated,CR01441,VI00392,Inspector Ramanagara Town
FIR000315,Narcotics,Belagavi,Tilakwadi,2025-07-23,06:54:38,Pending,CR00739,VI00247,Inspector Tilakwadi
FIR000316,Assault,Tumakuru,Tumakuru Town,2021-07-21,10:58:57,Escalated,CR01994,VI01688,Inspector Tumakuru Town
FIR000317,Assault,Belagavi,Tilakwadi,2025-12-01,17:59:34,Open,CR00850,VI02699,Inspector Tilakwadi
FIR000318,Robbery,Koppal,Koppal Town,2022-07-20,19:05:27,Under Investigation,CR00708,VI03025,Inspector Koppal Town
FIR000319,Traffic Violation,Bengaluru Rural,Bengaluru Rural Town,2025-07-22,08:33:17,Closed,CR01895,VI01547,Inspector Bengaluru Rural Town
FIR000320,Robbery,Davanagere,Davanagere East,2022-11-21,14:31:01,Under Investigation,CR02593,VI02989,Inspector Davanagere East
FIR000321,Fraud,Vijayanagara,Vijayanagara Town,2022-04-30,07:41:22,Under Investigation,CR00940,VI03515,Inspector Vijayanagara Town
FIR000322,Fraud,Bengaluru Rural,Bengaluru Rural Town,2022-12-12,01:48:17,Open,CR01485,VI01952,Inspector Bengaluru Rural Town
FIR000323,Theft,Gadag,Gadag Rural,2025-04-16,19:01:27,Pending,CR01233,VI01032,Inspector Gadag Rural
FIR000324,Burglary,Vijayapura,Vijayapura Rural,2022-05-14,08:56:53,Pending,CR01851,VI04885,Inspector Vijayapura Rural
FIR000325,Cyber Crime,Chikkamagaluru,Chikkamagaluru Town,2025-10-23,11:22:31,Escalated,CR02393,VI02681,Inspector Chikkamagaluru Town
FIR000326,Robbery,Koppal,Koppal East,2025-01-26,06:51:20,Under Investigation,CR00069,VI03710,Inspector Koppal East
FIR000327,Cyber Crime,Bengaluru Rural,Bengaluru Rural Rural,2025-11-13,04:28:28,Escalated,CR00937,VI04600,Inspector Bengaluru Rural Rural
FIR000328,Narcotics,Uttara Kannada,Uttara Kannada East,2021-11-17,04:38:21,Open,CR01483,VI00652,Inspector Uttara Kannada East
FIR000329,Burglary,Chikkaballapur,Chikkaballapur East,2023-03-01,11:29:23,Under Investigation,CR00331,VI02933,Inspector Chikkaballapur East
FIR000330,Narcotics,Belagavi,Camp,2021-12-16,22:42:20,Under Investigation,CR01853,VI04975,Inspector Camp
FIR000331,Theft,Mysuru,Nazarbad,2023-01-26,12:18:01,Closed,CR00961,VI03331,Inspector Nazarbad
FIR000332,Narcotics,Mandya,Mandya East,2023-12-05,22:09:52,Closed,CR01359,VI03559,Inspector Mandya East
FIR000333,Vandalism,Shivamogga,Shivamogga East,2023-07-26,06:00:51,Open,CR02552,VI01203,Inspector Shivamogga East
FIR000334,Narcotics,Mysuru,Devaraja,2025-09-14,21:36:48,Escalated,CR01752,VI01656,Inspector Devaraja
FIR000335,Domestic Violence,Bidar,Bidar Town,2022-05-13,18:40:25,Closed,CR02961,VI02842,Inspector Bidar Town
FIR000336,Vandalism,Kodagu,Kodagu Town,2026-07-08,01:13:34,Pending,CR00230,VI02955,Inspector Kodagu Town
FIR000337,Theft,Dakshina Kannada,Kankanady,2022-06-24,03:33:20,Closed,CR00366,VI02957,Inspector Kankanady
FIR000338,Vandalism,Chikkamagaluru,Chikkamagaluru Town,2022-09-24,19:14:11,Escalated,CR01289,VI01926,Inspector Chikkamagaluru Town
FIR000339,Theft,Uttara Kannada,Uttara Kannada East,2021-09-04,00:10:00,Under Investigation,CR02176,VI03400,Inspector Uttara Kannada East
FIR000340,Fraud,Shivamogga,Shivamogga Rural,2025-11-17,06:53:35,Under Investigation,CR01183,VI04314,Inspector Shivamogga Rural
FIR000341,Fraud,Bengaluru Rural,Bengaluru Rural East,2022-08-30,13:46:05,Open,CR01663,VI04767,Inspector Bengaluru Rural East
FIR000342,Theft,Shivamogga,Shivamogga Rural,2025-10-08,23:50:46,Open,CR01315,VI00267,Inspector Shivamogga Rural
FIR000343,Robbery,Vijayapura,Vijayapura East,2026-02-12,04:05:31,Open,CR00329,VI02201,Inspector Vijayapura East
FIR000344,Cyber Crime,Koppal,Koppal Rural,2023-07-24,04:29:03,Pending,CR01577,VI00263,Inspector Koppal Rural
FIR000345,Robbery,Vijayanagara,Vijayanagara East,2023-11-16,19:12:33,Closed,CR02920,VI02209,Inspector Vijayanagara East
FIR000346,Robbery,Mysuru,Devaraja,2021-10-29,11:48:46,Open,CR01578,VI00604,Inspector Devaraja
FIR000347,Cyber Crime,Hassan,Hassan East,2024-06-07,16:24:49,Escalated,CR00891,VI02375,Inspector Hassan East
FIR000348,Vandalism,Bengaluru Urban,Cubbon Park,2022-12-24,22:38:58,Open,CR02819,VI00227,Inspector Cubbon Park
FIR000349,Robbery,Mysuru,Lashkar,2025-10-07,06:59:03,Under Investigation,CR02224,VI02947,Inspector Lashkar
FIR000350,Vandalism,Mysuru,Vijayanagar,2023-08-16,02:04:28,Escalated,CR01276,VI04149,Inspector Vijayanagar
FIR000351,Robbery,Bidar,Bidar East,2022-07-05,23:36:19,Pending,CR01643,VI01315,Inspector Bidar East
FIR000352,Burglary,Kolar,Kolar Rural,2025-10-16,01:07:50,Under Investigation,CR00184,VI02865,Inspector Kolar Rural
FIR000353,Assault,Vijayapura,Vijayapura Rural,2021-12-05,15:40:39,Closed,CR01084,VI01902,Inspector Vijayapura Rural
FIR000354,Traffic Violation,Haveri,Haveri East,2022-11-09,13:19:23,Pending,CR01103,VI00301,Inspector Haveri East
FIR000355,Narcotics,Shivamogga,Shivamogga Rural,2025-02-02,02:37:28,Closed,CR01834,VI04323,Inspector Shivamogga Rural
FIR000356,Domestic Violence,Bengaluru Rural,Bengaluru Rural Town,2023-12-24,00:40:22,Under Investigation,CR01984,VI01480,Inspector Bengaluru Rural Town
FIR000357,Assault,Yadgir,Yadgir Town,2022-03-22,16:55:17,Pending,CR02722,VI00729,Inspector Yadgir Town
FIR000358,Theft,Vijayanagara,Vijayanagara Rural,2025-05-16,08:14:26,Open,CR02190,VI00645,Inspector Vijayanagara Rural
FIR000359,Burglary,Bengaluru Urban,Jayanagar,2025-01-28,18:41:00,Open,CR00336,VI03781,Inspector Jayanagar
FIR000360,Burglary,Raichur,Raichur Rural,2025-11-26,10:34:44,Open,CR02672,VI04397,Inspector Raichur Rural
FIR000361,Fraud,Yadgir,Yadgir East,2022-08-29,08:31:02,Open,CR02559,VI00083,Inspector Yadgir East
FIR000362,Domestic Violence,Chitradurga,Chitradurga Rural,2025-06-02,01:14:29,Pending,CR00193,VI01206,Inspector Chitradurga Rural
FIR000363,Vandalism,Yadgir,Yadgir East,2023-12-13,20:31:01,Under Investigation,CR00704,VI04445,Inspector Yadgir East
FIR000364,Burglary,Gadag,Gadag East,2024-11-02,04:47:51,Escalated,CR02111,VI01787,Inspector Gadag East
FIR000365,Assault,Chikkamagaluru,Chikkamagaluru Rural,2022-08-14,06:54:02,Under Investigation,CR02573,VI00817,Inspector Chikkamagaluru Rural
FIR000366,Theft,Vijayapura,Vijayapura East,2024-05-11,15:50:39,Open,CR00871,VI00200,Inspector Vijayapura East
FIR000367,Robbery,Chamarajanagar,Chamarajanagar Town,2022-06-03,20:09:46,Closed,CR02519,VI02472,Inspector Chamarajanagar Town
FIR000368,Traffic Violation,Davanagere,Davanagere Rural,2023-09-17,06:24:02,Pending,CR02700,VI00380,Inspector Davanagere Rural
FIR000369,Traffic Violation,Chamarajanagar,Chamarajanagar Town,2026-02-20,05:28:07,Closed,CR01567,VI02969,Inspector Chamarajanagar Town
FIR000370,Traffic Violation,Bengaluru Urban,Cubbon Park,2021-10-05,01:54:27,Under Investigation,CR00262,VI03355,Inspector Cubbon Park
FIR000371,Assault,Yadgir,Yadgir Rural,2026-04-28,11:54:46,Escalated,CR00609,VI04988,Inspector Yadgir Rural
FIR000372,Narcotics,Bagalkot,Bagalkot Town,2023-12-16,09:54:52,Escalated,CR02785,VI00134,Inspector Bagalkot Town
FIR000373,Vandalism,Chamarajanagar,Chamarajanagar Town,2023-09-18,04:02:02,Closed,CR02427,VI04740,Inspector Chamarajanagar Town
FIR000374,Fraud,Vijayapura,Vijayapura East,2026-07-01,06:43:27,Escalated,CR02099,VI02831,Inspector Vijayapura East
FIR000375,Burglary,Mandya,Mandya Town,2025-04-07,11:45:24,Closed,CR02762,VI00759,Inspector Mandya Town
FIR000376,Cyber Crime,Bengaluru Urban,Cubbon Park,2024-01-14,17:55:07,Under Investigation,CR01033,VI03143,Inspector Cubbon Park
FIR000377,Fraud,Chikkaballapur,Chikkaballapur Rural,2021-12-31,02:09:04,Pending,CR02974,VI04277,Inspector Chikkaballapur Rural
FIR000378,Fraud,Ramanagara,Ramanagara Rural,2023-08-30,22:17:48,Under Investigation,CR01891,VI00862,Inspector Ramanagara Rural
FIR000379,Cyber Crime,Shivamogga,Shivamogga Rural,2022-06-12,19:29:35,Closed,CR00335,VI00040,Inspector Shivamogga Rural
FIR000380,Robbery,Tumakuru,Tumakuru Town,2025-01-12,19:41:46,Escalated,CR00989,VI02559,Inspector Tumakuru Town
FIR000381,Traffic Violation,Kalaburagi,Kalaburagi East,2023-09-19,21:20:23,Open,CR02470,VI04021,Inspector Kalaburagi East
FIR000382,Domestic Violence,Chamarajanagar,Chamarajanagar East,2023-10-07,18:01:10,Closed,CR01093,VI00851,Inspector Chamarajanagar East
FIR000383,Fraud,Ramanagara,Ramanagara Rural,2022-05-22,11:16:31,Closed,CR00097,VI02577,Inspector Ramanagara Rural
FIR000384,Fraud,Dakshina Kannada,Pandeshwar,2023-09-24,10:33:13,Pending,CR01404,VI04112,Inspector Pandeshwar
FIR000385,Cyber Crime,Mandya,Mandya Rural,2024-08-14,03:20:11,Closed,CR01673,VI03921,Inspector Mandya Rural
FIR000386,Assault,Vijayapura,Vijayapura East,2025-12-04,16:32:08,Closed,CR00396,VI00034,Inspector Vijayapura East
FIR000387,Burglary,Bidar,Bidar East,2024-03-27,15:05:28,Closed,CR01835,VI01602,Inspector Bidar East
FIR000388,Narcotics,Dakshina Kannada,Kankanady,2022-09-04,07:03:32,Escalated,CR00027,VI04112,Inspector Kankanady
FIR000389,Domestic Violence,Vijayanagara,Vijayanagara Town,2026-01-27,12:45:31,Closed,CR02158,VI00550,Inspector Vijayanagara Town
FIR000390,Vandalism,Tumakuru,Tumakuru Rural,2024-10-02,05:36:30,Open,CR00051,VI01198,Inspector Tumakuru Rural
